pathway	AM01	AM02	AM03	AM04	AM05	AM06	AM07	AM08	AM09
PWY-5384	17137.966278088355	11241.316093816857	13195.096085761717	10510.913740203097	17184.538830246474	18388.317744394586	17370.647472071334	21969.426777076274	11858.287144865973
PWY-5392	90.72667318505559	176.66161004440335	412.05472153407874	295.4309239147269	0.0	294.6760206715434	246.48632943849483	139.33590417977032	0.0
PWY-5415	1379.4766548365963	640.0230660299836	1319.4499788205244	246.26010750490894	1531.2448231018745	2130.787086937854	862.8063141447785	2127.100379540502	1011.8281039753339
PWY-5417	1285.4877880586114	1209.1813436040777	863.7811961542975	915.8721653027812	501.4237416759519	2419.0392110003504	1213.9267169629065	873.1899461862691	164.73925281290758
PWY-5419	4516.434734544716	3338.724987300232	3387.4964359826818	2206.0245017454545	3805.2291350350706	3901.236133454492	3928.178270154559	3938.344562917434	2640.854948329599
PWY-5420	1913.9489834604635	1278.822135523921	1645.7637048571287	841.8126428289394	1840.7506822618395	2439.759562032148	1412.5590371426633	2421.801961760986	1364.336857503512
PWY-5430	743.0814358461182	246.07156712330772	0.0	156.02319417094148	258.03945112100115	1128.6604051818429	274.19123763175344	876.8747901477075	476.33977676196497
PWY-5431	1285.4877880586114	1209.1813436040777	863.7811961542975	915.8721653027812	501.4237416759519	2419.0392110003504	1213.9267169629065	873.1899461862691	164.73925281290758
PWY-5484	19947.897537856872	11690.410950424934	12886.459710927686	11222.260392799622	18505.667018567634	21228.868905113693	18393.10014505424	26022.053505089774	13199.729655137937
PWY-5488	0.8324830077689899	0.0	0.0	0.0	59.94836913647526	0.0	38.61573190462811	0.0	32.62507039609536
PWY-5497	8684.409743217184	6004.385548950952	5577.061192190356	4776.187872001701	8500.554001368826	8251.894295344528	8159.7239080918	11412.921887787183	5506.301589326555
PWY-5499	148.6127105225277	0.0	0.0	0.0	0.0	0.0	0.0	36.16366455922701	4.723151810161242
PWY-5505	11373.253590527369	8611.513593323385	8323.228827675874	6468.281126136352	12051.534551509503	12382.608416461031	10158.596498283023	14428.789342035514	7980.730048373878
PWY-5507	769.6914299424279	0.0	0.0	0.0	539.6532741311454	0.0	238.83960545909127	0.0	0.0
PWY-5517	397.8423033283702	127.80740230053803	649.3816848085451	415.51928655423296	231.70271113954823	681.7445281903217	649.9136609763785	275.5779438222213	638.0150082591749
PWY-5519	977.840182469571	7.990862643239849	0.0	377.7205024987758	351.4327559975788	683.6419107635046	661.1767775457384	1664.1168413294747	374.0598334057485
PWY-5531	178.76170564372853	159.36941522273796	97.77463129251788	240.20088760232207	441.0038422045932	242.3286652250041	0.0	399.6731903665304	57.77724955513887
PWY-5532	0.0	0.0	0.0	0.0	0.0	26.511427388945098	0.0	0.0	0.0
PWY-561	3036.7135497258378	1899.4386051595275	2409.9268430686843	2561.1848420005645	2673.5542308363183	2777.827770746919	2476.6976287104676	2649.283206368289	2329.785106046238
PWY-5644	100.58029445222759	0.0	0.0	0.0	43.99827289207912	0.0	0.0	2.984579005871076	0.0
PWY-5647	3649.249062842712	3228.2885119297075	1919.9463385580532	1823.5590196623882	3856.080314309644	2959.622678421734	2893.577845175669	4921.716886032371	2188.0835684612557
PWY-5651	4089.14765629998	3633.238534838324	2395.662676334112	2589.1004818508513	4363.3495202282875	4219.595169564579	3729.7853018919523	5556.354424243214	2862.816466020098
PWY-5652	3653.9666258432026	3140.0713525171313	1906.426326429298	1739.0568782992514	3869.4533307640995	2803.6128325590876	2868.713550452005	4957.528222571591	2127.6591619664855
PWY-5654	3653.9666258432026	3140.0713525171313	1906.426326429298	1739.0568782992514	3869.4533307640995	2803.6128325590876	2868.713550452005	4957.528222571591	2127.6591619664855
PWY-5655	1907.3250851035434	1068.7224141010438	1542.3961234983262	465.77813033358285	1760.8922809637327	2507.3230077630933	1297.8630212711848	2187.0699210206985	1369.4507109599863
PWY-5656	185.2982383397797	50.474938510079824	127.91084844513227	81.42002700069729	366.6691171467268	262.00980621453095	305.3913159950921	322.14724632940414	63.34519493671132
PWY-5659	25863.64437335527	16181.735637474052	17195.879290181274	15540.964994714788	24586.712956487907	26459.850494956605	24081.627447492483	33933.479395438604	16897.86776528385
PWY-5667	28647.737766212136	18134.027924891376	19706.577536472963	16523.502867229527	26886.805769884242	30071.752676052223	27154.598581155693	37025.315807207626	19202.893228328467
PWY-5677	0.0	43.0803419470871	0.0	0.0	127.43661284983189	112.7079112097871	60.82775922696999	0.0	0.0
PWY-5686	24780.36450444039	16075.695493203035	16826.976799202905	14101.147735572065	23865.827777476603	25397.841132595102	23151.815727794215	32230.00831575865	16563.066030438476
PWY-5692	1169.3744574416617	507.3167935744976	1010.3939500088427	620.1404758761356	1199.6877719511538	1436.9236619765052	1425.238725588472	1191.4938318984766	985.2749140184402
PWY-5695	24770.76272632465	15453.739854716947	17161.248262430676	14590.396476017047	22800.967737827767	26302.608104378192	23284.333349101136	30390.86564704443	16636.889516470677
PWY-5705	1169.3744574416617	505.90508565877826	1161.619923044092	1026.470268164967	1431.236130936393	2468.0295559397346	1767.5604937672038	1899.0179318135483	1162.1025509425137
PWY-5723	10474.511689506884	5263.575222723682	5805.753965177207	6302.107121354621	8694.13971218588	8297.864767830857	8781.846839799982	10718.921381730315	5203.213708303074
PWY-5733	265.5	62.5	0.0	197.00000000000003	17.0	86.0	35.0	70.0	45.0
PWY-5741	2221.3817009287013	832.9305408339061	1088.3861792809369	764.1019009404511	1378.4628132488715	1980.3872221714082	2246.997183370147	1186.603590522985	665.0396410587875
PWY-5742	497.46296283559496	0.0	284.9681472769059	144.42644321701192	328.5005359606243	245.7103415024653	250.71859150002916	227.06910971287627	119.75946112971998
PWY-5743	0.0	0.0	0.0	0.0	0.0	95.53236479817315	0.0	41.38316895311701	0.0
PWY-5744	0.0	0.0	0.0	0.0	0.0	84.67378655795657	0.0	39.84374884261887	0.0
PWY-5747	718.8069880950085	998.2918520927525	952.425836873803	1028.6441080861466	982.5883319572476	1770.431275279964	816.5810094611574	1207.3418749425362	901.5221647812115
PWY-5837	3633.4368765810923	2170.6256309287155	2242.9752955350955	2426.9543794214565	3189.7338695379244	3873.5661864005947	3049.298636050869	4298.648504414909	2096.1002816054556
PWY-5838	7264.944358748169	3910.047877933435	3891.31040517545	4284.557541573195	6359.829972731225	7116.103830628079	5766.030110067189	8343.182811720337	4057.2650589272503
PWY-5840	6865.838068477297	3388.1501637474316	3541.50155008047	3824.1738578387294	6002.306059283151	6525.042787695819	5341.7388159927805	7887.18769899025	3821.7393157125757
PWY-5845	6032.682122207472	3034.074696278111	3128.525192427813	3246.6313680970775	5327.543045113303	6095.816201612875	4960.364527219258	6931.062234542906	3116.4457455391716
PWY-5850	6032.682122207472	3034.074696278111	3128.525192427813	3246.6313680970775	5327.543045113303	6095.816201612875	4960.364527219258	6931.062234542906	3116.4457455391716
PWY-5855	15520.794048558437	11020.769171297601	12191.74557243832	9391.670010871097	15432.275589311095	18668.131715303523	16176.58432452975	21967.276796738308	11042.08343933276
PWY-5860	4386.124204068618	2152.252130710212	2238.3812520201127	2350.6680140067533	3854.773115828232	4423.213985357626	3570.634726307838	4980.316737663178	2222.9919823542973
PWY-5861	5381.63740449458	2825.8811021260753	2834.735982544593	3189.913376836919	4679.055992156847	5241.116410360094	4205.047470847536	6091.584510940236	2956.5346970221744
PWY-5862	4386.124204068618	2152.252130710212	2238.3812520201127	2350.6680140067533	3854.773115828232	4423.213985357626	3570.634726307838	4980.316737663178	2222.9919823542973
PWY-5896	6032.682122207472	3034.074696278111	3128.525192427813	3246.6313680970775	5327.543045113303	6095.816201612875	4960.364527219258	6931.062234542906	3116.4457455391716
PWY-5897	6813.1312907739975	3684.4928825162374	3674.4192477207907	4057.0312471405946	5958.17404551487	6709.560310269499	5414.166623429567	7825.5384935511665	3804.5674504144004
PWY-5898	6813.1312907739975	3684.4928825162374	3674.4192477207907	4057.0312471405946	5958.17404551487	6709.560310269499	5414.166623429567	7825.5384935511665	3804.5674504144004
PWY-5899	6813.1312907739975	3684.4928825162374	3674.4192477207907	4057.0312471405946	5958.17404551487	6709.560310269499	5414.166623429567	7825.5384935511665	3804.5674504144004
PWY-5910	828.4070064293987	597.8882142874907	0.0	681.5339530871944	560.6720224833456	473.45291029128566	286.3308986828327	1113.7727731838033	676.8637597900689
PWY-5913	5307.735266772864	3571.037741590786	3568.349435143412	3321.50309736671	4483.521011629127	4110.006295040191	3780.341810194281	4756.4226347862605	3214.914402164879
PWY-5918	15389.21966807029	9401.647350292325	11133.563366987057	8703.301973807076	15189.451060407822	16622.34005771096	14388.70979241482	20857.493762295217	9861.29952478287
PWY-5920	10543.330949542316	6688.900373452066	8060.790344662145	6983.02713723677	10364.105962336329	11323.524517864056	11173.474501479644	14628.003900107842	7080.1638134186105
PWY-5973	42998.650669897055	25264.196177017144	28115.240986301145	22770.615328884465	38021.53000748347	42216.05063665699	39726.817182241924	51823.727378016665	27409.81572637056
PWY-5989	17380.91330051298	12506.061051723367	12483.030335674603	11600.880355278658	16382.676422717424	17671.80176190994	18485.67125969219	25256.203902516598	13211.366057045407
PWY-6060	3.1820098383696416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6071	1892.202271307653	1462.5614310895753	2039.0218327329767	1158.0492527694896	1765.8946312417152	2741.912319076609	3027.8918912155054	3390.265771453632	1404.9946211270108
PWY-6084	460.67601163057435	437.4079334374444	688.6303183948497	303.7270910385702	498.7789759308059	931.4276140565858	603.0766429528281	1084.3629945509595	43.30445054685881
PWY-6087	106.94626201643075	164.19841397408948	0.0	0.0	0.0	138.644171697131	163.5371518028759	342.86368891267614	0.0
PWY-6089	106.94626201643075	164.19841397408948	0.0	0.0	0.0	138.644171697131	163.5371518028759	342.86368891267614	0.0
PWY-6093	173.7076701908196	227.7772516609811	0.0	0.0	0.0	250.32607159758587	253.89098543831733	506.6425083346401	0.0
PWY-6107	105.47224215634911	159.90653233882574	0.0	0.0	0.0	137.17004478562757	161.48619327687612	329.8634228200323	0.0
PWY-6121	23442.556850720033	16009.51644790013	17037.875246140993	14040.840877913737	22757.464246579635	24420.625685581632	22365.41846864455	30776.219240148348	16116.178984810618
PWY-6122	25022.18118650617	16618.95802639316	17518.564611405967	14399.5585617053	23840.005839988284	25606.865915636907	23508.526962218253	32349.23089180795	16456.102200241567
PWY-6123	18838.505194585847	12324.863552334655	13115.23921000587	10894.194648005086	17760.420826069818	19421.224840552535	17808.641518572513	23988.864793155306	12560.41103789867
PWY-6124	19193.92114273485	12523.18972943809	13238.756932060487	11125.339868849698	18141.97043503738	19954.47512636739	18106.963847684834	24843.643613508386	12768.880219179408
PWY-6125	21970.853860185478	13719.718726316209	14941.58038760996	12790.064108514707	20059.318273472818	22298.231989582007	20565.602729199443	27851.58481635186	14077.482553115216
PWY-6126	5185.863157020063	2810.5332398586916	2948.186810003943	3106.746654319474	5552.07733405106	6786.1939224406815	5124.1753577311265	7346.3470539800755	3204.3705006281575
PWY-6143	0.0	0.0	5.358263046583748	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6147	18042.8551966692	10234.638758435274	11531.677825519328	11411.167786094857	16273.807776270438	18550.88059789177	17758.32824346003	23442.35695563979	12312.890339448542
PWY-6148	0.0	0.0	0.0	2.3951067762216	0.0	0.0	0.0	0.0	0.0
PWY-6151	9761.56177939797	7906.988242456022	8449.111234978622	5943.714607801787	9645.867253353636	12554.768510627411	9847.986741326402	12677.644482388889	6157.039430101218
PWY-6160	14.858931046865221	13.730252297161966	0.0	0.0	0.0	11.646156374848585	0.0	0.0	0.0
PWY-6163	21554.105842091907	13821.587757739364	14829.440148388698	12536.145409393654	20270.665380859704	23125.86483762721	20575.423786481748	28245.154503801154	14321.02477763044
PWY-6165	39.57780778469816	36.55264306497015	0.0	0.0	0.0	31.030099720021358	0.0	0.0	0.0
PWY-6168	13391.76953056333	9873.279969747393	10684.809674566564	7800.601155581225	13511.143993521388	13627.635065349037	13773.591925873627	18688.397507108242	8320.269556299156
PWY-6182	1339.0578381919731	1234.6225641253718	906.5010559220045	960.0449783116296	552.4253820922037	2479.1973377971894	1322.6181693190433	950.9048997876498	188.38526888904585
PWY-6185	336.2540950120002	224.18714884532528	2.4988290462256364	0.0	9.982037310207744	178.38460224343098	218.4288814788584	452.081640951547	68.94201054601524
PWY-6193	106.94626201643075	164.19841397408948	0.0	0.0	0.0	138.644171697131	163.5371518028759	342.86368891267614	0.0
PWY-6210	1382.8439626269894	995.0851881148726	1083.7751296244483	622.2112873137471	1049.347918956385	1768.3011869092375	986.2109846995025	1270.1755120219009	1041.0270051345615
PWY-622	18037.7581782742	11846.753014332073	12407.963285001739	11123.80860491166	17797.2579138951	20330.683028419313	17197.348494361002	23850.672412282274	12317.557182276294
PWY-6263	10106.446053601894	6648.4374616677605	6396.491736861563	5487.8382253021	10458.314116694211	10540.020885587699	9569.82661005255	15250.40160837621	7278.266046134599
PWY-6269	4374.411740618797	1816.5359578031419	2125.985619836721	2531.64850629841	3493.522686694894	4205.7723530359435	3845.279948388477	4343.300198145263	1968.518582078141
PWY-6270	14533.265344515352	8931.905250044103	8869.753777752	8258.365415518245	13254.222585323983	13842.668551675983	13114.496874190172	18136.66259228397	8900.861148859774
PWY-6277	25022.18118650617	16618.95802639316	17518.564611405967	14399.5585617053	23840.005839988284	25606.865915636907	23508.526962218253	32349.23089180795	16456.102200241567
PWY-6292	16465.0916129884	10736.94889896297	12018.127287698524	9251.884055015878	16255.967172387347	16013.573612231801	15227.281806801944	22483.806885264752	11141.52682189601
PWY-6293	10171.817421785774	7560.669748646576	7609.124795219434	6872.4408817305075	9783.605981088558	11451.99825794644	10080.60548582993	12999.546279650307	6765.667140351583
PWY-6305	9569.978976890634	6018.572757232136	6656.548692478103	5853.64736650362	10078.324254704565	8846.52200505743	8459.4633578701	13471.939979185525	6202.557682506569
PWY-6307	6831.0730707187	5222.7171407500155	7223.973675278213	4158.918977695118	7444.466532134097	9530.018968680504	7811.363308210499	9943.801922323593	5240.611868843278
PWY-6313	8615.05468891732	5816.667075087234	8904.40395722855	6545.768955963838	8852.29724506444	12330.996397103136	10575.066572206353	12825.106646376556	7170.029390059681
PWY-6317	14731.039225462158	11171.871613869169	11587.70026197005	8607.663102340648	15436.266212042397	15701.791163115919	13042.045496029677	18290.828895272774	9810.657627367162
PWY-6328	59.798207378495555	58.4520447693718	35.03477469724803	34.53530506316717	0.0	83.08980937745724	0.0	20.28407215249191	0.0
PWY-6338	0.0	0.0	0.0	162.99727922124256	65.45373328973103	395.3938559872784	368.69602182762907	13.045105664210435	8.857635108991513
PWY-6339	0.0	0.0	0.0	98.12389380530975	31.859685863874343	250.17581120943956	225.07000864304237	5.967971530249111	3.9618138424821
PWY-6342	487.85949366397506	127.12051063377379	77.5471396757706	482.1057885445829	647.7779792694705	356.01312135743234	305.98167491914853	556.4266500710015	203.09114872487302
PWY-6344	0.0	120.0696623388766	0.0	0.0	316.61001707104924	260.629648626764	148.9161721846583	0.0	0.0
PWY-6349	0.0	0.0	5.282619575664486	297.4714532161341	287.9482425503693	23.466345378096594	294.3148853654115	556.9790731575318	0.0
PWY-6350	0.0	0.0	0.0	0.0	163.2392352646884	19.701311368823983	268.94899201442774	496.6935941759897	0.0
PWY-6353	14425.317996813059	9244.630534650714	9798.513096155715	8457.75488670454	13601.252537169627	15085.334588930567	13483.586955717226	17127.985902814147	9539.490824003198
PWY-6383	852.0097274571225	410.61060885233167	908.2506027071893	1015.6385309478903	517.705880771332	559.9786746964019	209.24073142744066	823.1759201555969	325.90848641704173
PWY-6385	20170.721263060484	13500.101860766945	14378.164992412263	12301.448112048476	19353.80370409814	20876.200989750923	20120.773561921706	26526.785457951464	13749.247556750051
PWY-6386	18491.311917792234	12356.88545515229	12742.188634684833	11218.676376193442	17530.187126330762	18029.405376289935	17859.885338090964	24012.337289063285	12105.542760118924
PWY-6387	19288.268052671247	12893.93408112725	13642.928870603615	11677.444236559697	18557.070278833846	19777.561005201824	19164.48949536624	25473.4547856004	13080.990044315187
PWY-6396	2551.5263701898853	1315.2652779027983	2059.118230490825	1252.2606808883631	1743.0630734409071	2549.9242143486213	2647.6060151448546	2011.3287837705377	1201.8384124248819
PWY-6397	120.01098396945449	0.7031735393874762	0.0	77.16716943377772	0.0	81.91966917172951	0.0	0.0	38.46421858021135
PWY-6404	450.2972238503365	2.805852780387819	0.0	295.43216011774007	0.0	309.16020357340955	0.0	0.0	140.3264868239913
PWY-6421	121.3186692061316	28.48292535509217	421.79391033197516	143.40270473328323	11.85990005073661	503.54952441780205	311.5887177583967	320.11790525553926	275.58651117962125
PWY-6435	5520.5934265749065	3690.5471008938375	4731.608647715979	3380.984478441716	4751.068058298813	9246.760000711465	5440.91836472923	6191.189321014706	4297.509221914782
PWY-6467	16436.08	11276.680000000002	11671.41	10475.83	16392.58	17729.25	16209.510000000004	22438.419999999995	11591.75
PWY-6470	0.0	0.0	2362.2690271992274	0.0	0.0	421.4407477220254	0.0	0.0	0.0
PWY-6478	8383.434375242163	5682.513308447018	5488.557376858407	4968.633638528609	8317.279014552412	8318.65912049194	6591.979192008839	11930.260806597444	4869.621645062669
PWY-6486	1239.8603552955183	634.1201473406578	408.7574537259685	640.4065073047186	763.7919519201258	962.3239037395429	987.5445281527426	1372.795115361727	376.8094940986014
PWY-6501	1597.2982409698718	754.606106187396	608.9559070538736	1271.1149477962151	1092.2603004419025	1068.5400432277474	1194.4108589371453	1688.9435981683955	598.0824861921121
PWY-6505	819.2054878819507	526.8659075990101	836.5430510669875	0.0	847.9205777549321	390.5592376052278	606.7605854878985	1356.12384672153	501.0479651504856
PWY-6527	10645.580073024845	7634.8028536443935	8262.264534707556	5600.279223344914	11389.828383196229	10180.166038866222	9037.797040534588	12868.296611745875	5964.224084859718
PWY-6531	1418.8497094207628	536.5163594985286	1315.6244462790548	1148.345851091891	1555.8882639143512	2221.5111569349388	2038.0129223105766	2390.398042834917	1747.177264187721
PWY-6562	1110.8842519479867	372.1301516175024	376.98972097135567	282.44744393964015	612.9864959964914	1374.8635403475505	1390.626121802231	1071.5503738446332	959.5021270876827
PWY-6565	0.0	0.0	11.884676667110497	0.0	0.0	396.685795838537	0.0	2.9971131120679715	0.0
PWY-6581	0.0	0.0	0.0	0.0	79.31394218017859	0.0	0.0	0.0	0.0
PWY-6588	1983.6991204207088	867.7491129344015	1191.9715849641227	1669.696475959355	1277.368095810184	1228.5250351815655	2394.8364069452077	1786.4580420208192	562.0714866112207
PWY-6595	9243.762459636371	5624.490487521207	6601.193653707976	5529.244689588959	8683.911935398683	10129.020959071795	9648.965262073036	10798.896931766109	6161.246345880237
PWY-6606	11509.691845336753	6873.021621234041	8806.86939869375	6813.751657281466	11839.71133996007	12736.227992536207	12202.651894595117	16088.356830629597	8539.325413699124
PWY-6607	11509.691845336753	6841.156681810729	8806.86939869375	6813.751657281466	11839.71133996007	12736.227992536207	12202.651894595117	16088.356830629597	8539.325413699124
PWY-6608	10812.314393841923	6873.021621234041	7315.965900031312	6522.368773308253	9465.965098963314	11915.471605877026	11044.978614647587	11002.84622572693	6669.57406939268
PWY-6609	17777.817227772015	11581.299727843945	12020.62009527028	9560.029023080806	18398.27628517269	19263.86081745572	15497.244481612117	24376.66791855221	12212.372608837106
PWY-6612	16438.619089418207	10891.39390279749	11312.242521343269	10539.591318780796	15506.01970364268	17148.30678169108	16285.574555887733	21619.522744058897	11075.921310372736
PWY-6628	20694.936200737327	12838.242666995196	14226.05371220808	11799.877108409395	19374.096614126647	22235.134117191767	19607.565652900426	26389.643309430263	13560.867646323319
PWY-6630	20614.82035169516	12632.251865639471	13976.645162752824	11714.975203877042	19271.947829508943	22087.1979074482	19265.45078213268	26461.65496236728	13569.385687472579
PWY-6641	1322.1649119537951	1014.3003549039311	1439.9206776537453	1007.9671957199388	1122.237215736748	2498.5034689365957	1644.1204340574589	2107.4881239980655	460.9930733176776
PWY-6654	0.0	0.0	0.0	0.0	0.0	305.04791957290973	0.0	0.0	0.0
PWY-6662	0.0	0.0	0.0	0.0	111.30461485605969	0.0	119.85324089863283	1.998502290664536	0.0
PWY-6672	1757.7484017252116	1332.5951457904227	1295.7023464182537	1053.9702875313844	1564.111375547521	2652.549885866801	2031.0549048362427	2627.169792657627	1776.3411288774928
PWY-6676	681.7393806565419	208.27389438338815	390.45780461474766	655.2347312230935	591.236627766219	1668.1407072486245	621.6293123618673	817.5483354224142	711.1379644997678
PWY-6690	32.33898944735713	5.72862753332029	0.0	161.3721796341996	33.205256894784974	206.97187023286256	0.0	0.0	0.0
PWY-6700	20463.02617687098	13191.83097047675	13677.32344872435	11504.511555191304	19573.832627147738	20957.126509252757	19197.44748976716	26799.21647812812	13431.33100801834
PWY-6703	19654.566759795107	13665.549409383682	14895.939613119846	11560.676470117829	19307.62267743858	21187.781295585195	18527.624305445315	25562.372355425992	13059.616029596118
PWY-6731	6061.364843430006	3450.3065057969866	2340.8151355820833	3275.262881138805	6670.462874066875	4934.036640768137	4754.604382272597	8754.132525175108	3668.288680042635
PWY-6748	4207.073790623596	2559.7336021379433	2761.4635916756915	2462.732997391926	3423.5214103566486	5500.852129233394	3974.940518637296	4907.291788599769	1702.9386240617218
PWY-6749	673.4741451972171	484.3670100366508	1200.2032296865948	810.561391729851	1097.22319151086	1337.1687853031792	1377.50869647744	2078.209950202109	1894.823954911841
PWY-6803	779.220350266326	972.0765220959631	559.8809080873037	816.8317398440706	780.4547969834134	1661.756117508519	942.1436199715066	1129.8813380368347	800.3057263937335
PWY-6808	4.962375818304427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6823	17671.34087266015	11305.636586773639	12768.500216204948	9998.630143637467	16870.1535834619	19187.027036562497	17007.87164834119	22965.166076335943	12027.223019637566
PWY-6837	1226.309079975947	736.557251908397	951.8485816027015	1030.2596450051342	1069.9847807725723	1085.6024151144186	972.0799407846041	1022.6199905423147	905.3383882149047
PWY-6857	0.0	0.0	0.0	108.33467024237925	0.0	108.46105756846327	177.7173341766347	231.76959768384143	7.478624152057199
PWY-6859	9280.795654912228	5348.909193764927	4853.722424850151	5181.19682380879	8483.27351887464	8111.042261161993	8038.187276107114	12165.971780513819	5425.610862826835
PWY-6873	3.19844939372065	6.395891704387774	0.0	0.0	0.0	24.874229365573985	0.0	0.0	0.0
PWY-6891	2047.9104615052613	1197.665477209852	2094.2937017335507	0.0	2180.440290027985	2163.232098430946	2178.67016468413	3349.7909150575547	1940.8717139237197
PWY-6895	6913.44433187266	4304.874743594869	6419.4473645293865	3177.7064681950515	7058.579481971318	7463.54524249125	7157.792662220756	10491.97292724105	5768.636050834807
PWY-6897	13548.535744854302	10473.989980795719	11535.89296292103	8649.770583072614	13057.449477736118	16181.81858504862	13740.114842900186	18785.018389945148	9311.515923067647
PWY-6901	17751.470629447325	10408.47064605847	11922.943714793928	9171.512577297231	16579.66178525527	17886.060519804647	15840.416804086643	22014.256061260716	11110.491453419607
PWY-6902	12807.771246576098	8138.251502601796	8779.619048874969	7907.415950122367	12508.451550282436	15575.196902401553	12238.486363146696	17384.853174021784	8972.963018942512
PWY-6906	1173.5455623667374	673.0296220349751	1226.974301497078	1098.8050214995305	1623.0306496313362	1313.321043471801	2082.0806686695023	1652.7157210015234	889.706563052882
PWY-6919	133.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6920	622.6502470666103	118.63236510094545	358.4796095238494	0.0	371.40149734515796	66.2662699253743	126.77384186024254	244.7773292466388	221.7367048571444
PWY-6922	8415.62306002761	5557.829321183262	5999.297756603303	5473.313218588597	8511.002253396444	7558.889092995184	7601.361799086582	11212.436420382899	5547.01982948465
PWY-6928	0.0	0.0	0.0	0.0	0.0	11.793076761000627	0.0	0.0	0.0
PWY-6936	12002.661706761359	10074.039000501569	9965.686189423432	7519.207291353529	11698.872590119076	18395.402709716353	11797.470922585358	15784.90441305866	7151.665642214004
PWY-6942	256.298044500366	118.81892018328337	61.24516394063784	107.21242721083453	266.1821573589822	141.87590821228432	112.38696434674414	0.0	0.0
PWY-6944	5.614336015117175	0.0	0.0	0.0	0.0	160.25886271946325	0.0	0.0	0.0
PWY-6946	2.993509959636774	0.0	582.3757087500189	163.77290617581926	0.0	243.46493641092616	41.258715118519376	44.62496063281343	0.0
PWY-6947	0.0	0.0	0.0	0.0	0.0	11.793076761000627	0.0	0.0	0.0
PWY-6948	1.996610687647445	0.0	424.8941405101823	115.60826827769995	0.0	167.14797285028138	27.63316544399515	30.264916787226547	0.0
PWY-6957	549.6047483500242	0.0	0.0	0.0	52.08022164940706	481.89288976983573	15.299502161849675	473.42633288597665	232.95120143460434
PWY-6961	0.0	9.967046035232924	0.0	0.0	0.0	37.448466884390214	0.0	4.989607378287896	0.0
PWY-6962	294.77217100593066	109.32354465586414	528.0725642427732	126.81279329039481	469.40108246503837	278.6677972346214	522.8975593006758	172.20242903313942	127.28347367324206
PWY-6969	26185.357614431876	16887.856533302947	17719.034458330992	15121.028710670413	24274.22365713739	26459.959849929855	24738.22292874665	33477.609844283004	16748.39026093648
PWY-6992	3535.4329981994774	2083.546854305514	2870.1915308656758	2327.0726056210706	2714.4774865154404	3259.431865739579	3379.4183979183977	3297.2346597205615	2351.7914609174763
PWY-7013	1042.7979465556077	7.998855864285482	0.0	0.0	403.89603259007686	285.72161733369063	291.00667567443514	1878.1859348244204	0.0
PWY-702	16328.372676849458	11904.32448303274	12434.218692873541	9686.814013678988	16143.379650500825	19154.322191251627	15430.776562785995	20985.595689498557	10857.504467323615
PWY-7024	0.0	0.0	0.0	0.0	0.0	115.24759355183846	0.0	54.90478455337213	0.0
PWY-7039	730.202855436775	471.2367375743902	184.8794585147296	256.36082474226805	852.9270634916728	733.3843835290671	612.3152276767104	1209.6168411485264	428.94636277050444
PWY-7052	6278.636634359077	4426.087092200828	4489.704675721136	3702.1303469191052	6079.121499459881	6686.281168666225	6027.118800109279	9358.778890470476	4077.8403700917324
PWY-7072	2804.928506891491	1768.783082174565	1893.0216193194544	1939.6051034989023	1903.333396803508	2869.888442857387	2680.5268488809024	2117.5111437723544	1355.5265664353674
PWY-7084	630.3097126176036	822.1475961645921	857.4345675180379	197.3335901872007	975.2200636957964	122.15644017817267	944.4488923292395	305.35823598141127	73.01752889313137
PWY-7090	2824.363905741687	1976.7444072707447	1936.402149987591	1534.4666070471048	3078.066900439858	2892.080665290167	2611.478602966127	5079.451175078486	2213.4346527201133
PWY-7094	25462.50989510592	13965.115070081927	18356.822636847304	14725.135295520493	21584.304305583726	27939.807843357372	25378.10935748594	29214.35150378629	17314.857719492775
PWY-7097	0.0	0.0	0.0	162.99727922124256	65.45373328973103	395.39385598727836	368.6960218276291	13.045105664210435	8.857635108991513
PWY-7098	45.778504685028366	2.107278876779065	0.0	196.95884459619668	64.71987478944008	676.6630781203957	386.36541906209504	13.021363603398719	381.17663642854757
PWY-7111	22203.453628948424	13731.658887026353	16235.580746762957	13254.479433199136	20483.389723857108	25203.67103862676	21968.00043513004	26145.765136221293	15173.462990537719
PWY-7115	10370.672449478503	6548.552092782853	6933.190755975944	6665.8591409921855	9305.839804139527	9544.878488151862	9060.314932291885	12716.963343654133	6434.675733045416
PWY-7117	13372.270749378891	7980.587105293135	8802.954418488374	8429.545658163719	12807.503769456534	13372.72156084392	12900.00709286956	16214.446909928878	8388.660441247137
PWY-7118	8095.503815663644	5595.265076951822	7105.075993005474	5429.961053253629	8120.760602759359	8737.61248161543	8026.603077791685	10247.725685155345	5645.554964270475
PWY-7136	0.0	1.3298429319371727	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7159	561.7297559725014	567.602865294017	220.202741519773	885.4319868492591	1359.7309746620194	396.52558088492833	0.0	1346.108525857064	103.26693642399593
