sample-id	Bucket	SampleNumber	SampleType	FLWC Detail	FLWC Age Months	FLWC Location	Sampler Initials	Bulking Material Detail	Composting Time Point	Date	Season	Crate Location	Temp Top Bucket C	Temp Bottom Bucket C	Average Ambient Temp	Wt Bucket Compost Kg	Wt Bucket Kg	Wt Compost Kg	Observations Outside Bucket	Observations Vent Tube	Visible Contents Access Port	Compost Temp C	Compost Moisture Percent	Sample Weight g	Observed Sample Color	Observed Sample Moisture	Observed Sample Contents	Observed Sample Smell	Observed Sample Organisms YN	Organism Type	Length Observed Organism mm	Compost pH	Notes Comments	sample-uuid	Sequenced 16S	Sequenced 18S	Sequenced ITS	Sequenced Metagenome
#Description	Composting bucket number	Order in which samples were collected, per bucket		Food and landscape waste compost (FLWC) sample detail	Food and landscape waste compost (FLWC) age in months	Food and landscape waste compost (FLWC) Source location	Study author or anonymous study participant who performed sample collection. 	Description of bulking material used in composting toilet	Time point (TP) at which the human excrement sample was collected, analogous to the week of composting.	Date of sample collection	Season of sample collection	Location in storage crate at time of sample collection	Temperature (C) at top of bucket at time of sample collection	Temperature (C) at bottom of bucket at time of sample collection	Mean of Temp Top Bucket and Temp Bottom Bucket	Weight of bucket and compost (kilograms)	Weight of bucket (kilograms)	Weight of compost (kilograms)	Text description of observations related to outside of composting bucket collected during sampling 	Text description of observations when looking at venting tube of composting bucket collected during sampling. When multiple descriptions are presented, the most prominent observations are first.	Text description of observations when looking through access port of composting bucket collected during sampling. When multiple descriptions are presented, the most prominent observations are first.	Temperature (C) of compost at time of sampling.	Moisture content as measured with Vegetronix Soil Moisture probe. This device often malfunctioned resulting in many missing values here. 	Collected sample weight in grams.	Sample color, as determined by manual comparison to color swatches. Y: yellow; LY: light yellow; LB: light brown; MB: medium brown; DB: dark brown; BL: black.	Percieved sample moisture. L: low; M: medium; H: high; SAT: saturated	Text description of observations of collected sample material. When multiple descriptions are presented, the most prominent observations are first.	Percieved odors collected by wafting from the sample. When multiple descriptions are presented, the most prominent observations are first.	Presence (Y) or absence (N) of visible organisms in collected samples.	Identified organisms	Length of organism (mm)	Collected with Hydrion pH paper		UUID for sample, as generated with cual-id. 				
f3752a05	4	20	Human Excrement Compost				JM		6	2021-11-24	Fall	6	12	11	11.5	4.7	1.35	3.35		large grained sawdust	large grained sawdust	11.1	44	2.1	MB	L-M	large flakes of woodchips	earthy	N			6.2	Added 50 mL Invitrogen ultra pure distilled water	2b6267d1-7dc2-49b1-a0f2-cefff3752a05	Y		Y	
0f5d82d9	4	21	Added water				JM		6	2021-11-24	Fall																							681c9d90-7f70-4eeb-a245-689e0f5d82d9				
7b9075d3	4	22	Human Excrement Compost Pre-Roll				JM		7	2021-12-02	Fall	7	13.5	13	13.25	4.7	1.35	3.35		large grained sawdust	large grained sawdust	11.2	52	1.9	MB	L-M	large flakes of woodchips	damp	N			6.4		543a8fdb-f802-4e97-9359-14b67b9075d3				
2ac7861a	4	23	Human Excrement Compost				JM		7	2021-12-02	Fall	7	14	13	13.5	4.7	1.35	3.35		large grained sawdust	large grained sawdust	11.5	40	2.2	MB	L-M	large flakes of woodchips	damp	N			7		ce550b00-3253-43c2-b87d-5a942ac7861a	Y			Y
4be02555	4	24	Human Excrement Compost Pre-Roll				JM		8	2021-12-09	Fall	8	11	10	10.5	4.7	1.35	3.35		large grained sawdust	large grained sawdust	11.5	70	2	MB-DB	M	large flakes of woodchips	damp	N			6.8		118e87a1-3805-4d1d-8d46-739c4be02555				
563456ce	4	25	Human Excrement Compost				JM		8	2021-12-09	Fall	8	11.5	11	11.25	4.7	1.35	3.35		large grained sawdust	large grained sawdust	11.3	52	2.1	MB-DB	M	large flakes of woodchips; brown pupa	earthy	Y	brown pupa	15	6.8		35478091-b27a-4965-abab-19c3563456ce	Y		Y	
2a06b9fc	4	26	Human Excrement Compost Pre-Roll				JM		9	2021-12-16		9	10	8	9	4.7	1.35	3.35		large grained sawdust	large grained sawdust	9.1	48	2.3	MB	L-M	large flakes of woodchips	damp	N			6.6		613df9b7-b1e0-4b42-b7ef-39f32a06b9fc				
82414116	4	27	Human Excrement Compost				JM		9	2021-12-16		9	7.5	6	6.75	4.7	1.35	3.35		large grained sawdust	large grained sawdust	9.3	36	2.1	MB	L-M	large flakes of woodchips	damp	N			6.8		2d4a1797-72ce-42fe-b5a6-1b3a82414116	Y			Y
381d6489	4	28	Human Excrement Compost Pre-Roll				JM		10	2021-12-23		10	12.5	12	12.25	4.7	1.35	3.35		large grained sawdust	large grained sawdust	12.3	65	2.2	MB	L-M	large flakes of woodchips	damp	N			6.6		f47c6a90-276a-494d-b7c1-a17f381d6489				
6edf5637	4	29	Human Excrement Compost				JM		10	2021-12-23		10	13.5	13	13.25	4.7	1.35	3.35		large grained sawdust	large grained sawdust	12.1	44	2.1	MB	L-M	large flakes of woodchips	damp	N			6.6		b66b8937-7bc9-4c94-a8c9-6ff76edf5637	Y		Y	
9aea52fd	4	30	Human Excrement Compost Pre-Roll				JM		11	2021-12-30		11	9.5	10	9.75	4.6	1.35	3.25		large grained sawdust	large grained sawdust	9.3	40	2.2	MB	L	large flakes of woodchips	damp	N			6.2	Added 100 mL Invitrogen ultra pure distilled water	16a9ef63-39cb-4fac-8e4b-bce39aea52fd				
d95d78ef	4	31	Added water				JM		11	2021-12-30																								44f1a63a-05ab-4d6e-a16c-d984d95d78ef				
2204dec2	4	32	Human Excrement Compost				JM		11	2021-12-30		11	10.5	11	10.75	4.8	1.35	3.45		large grained sawdust	large grained sawdust	9.3	61	2.1	MB	L	large flakes of woodchips; white larva; brown larva	damp	Y	white larva; brown larva	5; 15	6.2		1d6f7932-2e49-4115-a24c-ccd72204dec2	Y			Y
6925d08e	4	33	Human Excrement Compost Pre-Roll				JM		12	2022-01-06		12	13	13	13	4.7	1.35	3.35		large grained sawdust	large grained sawdust	10	50	2.5	DB	H	feces; large grained sawdust	earthy	N			6.5		6162598e-2140-4cbb-a1de-dafd6925d08e				
fe3bab4d	4	34	Human Excrement Compost				JM		12	2022-01-06		12	13	13	13	4.7	1.35	3.35		large grained sawdust	large grained sawdust	10.4	50	2.1	DB	M	large grained sawdust; fine grained sawdust	earthy	N			6.5		5f6cbb2e-efd5-42d4-9a50-5348fe3bab4d	Y		Y	
6d49592b	4	35	Human Excrement Compost Pre-Roll				JM		13	2022-01-13		13	10	9	9.5	4.7	1.35	3.35		large grained sawdust	large grained sawdust	10	48	2.1	MB	L	large grained sawdust; fine grained sawdust	earthy	N			6.5	Added 100 mL Invitrogen ultra pure distilled water	2b85d668-450a-459b-aa5e-ab2a6d49592b				
ff495f7e	4	36	Added water				JM		13	2022-01-13																								d0670d59-3507-4d1b-bef8-0079ff495f7e				
391dee67	4	37	Human Excrement Compost				JM		13	2022-01-13		13	10	10	10	4.7	1.35	3.35		large grained sawdust	large grained sawdust	9.5	58	2	MB	L	large grained sawdust; fine grained sawdust	earthy	N			6.5		e72fa37c-23a9-43f0-9765-c6ef391dee67	Y			Y
99d2892c	4	38	Human Excrement Compost Pre-Roll				JM		14	2022-01-20		14	10	10	10	4.6	1.35	3.25		large grained sawdust	large grained sawdust	9.8	59	2	MB-DB	M	large grained sawdust	earthy	N			6.5		97281564-8bc7-4f82-a029-94ef99d2892c				
86eef944	4	39	Human Excrement Compost				JM		14	2022-01-20		14	11	10	10.5	4.6	1.35	3.25		large grained sawdust	large grained sawdust	9.7	44	2	MB-DB	M	large grained sawdust	earthy	N			6.5		726f9597-65d3-4e77-be75-9dc186eef944	Y		Y	
0c265d29	4	40	Human Excrement Compost Pre-Roll				JM		15	2022-01-27		15	10	9	9.5	4.7	1.35	3.35		large grained sawdust	large grained sawdust	9	53	2	MB	M	large grained sawdust	earthy	N			6.5		8df3a34f-d49d-4edd-a093-12830c265d29				
0457d234	4	41	Human Excrement Compost				JM		15	2022-01-27		15	11	10	10.5	4.7	1.35	3.35		large grained sawdust	large grained sawdust	9	48	2.3	MB	M	large grained sawdust	earthy	N			6.5		869019a8-69e7-4c2e-b7e3-87960457d234	Y			Y
05ec4420	4	42	Human Excrement Compost Pre-Roll				JM		16	2022-02-03		16	9	9	9	4.8	1.35	3.45		large grained sawdust; small black flies	large grained sawdust	7.9	50	2	MB	M	large grained sawdust	earthy	N			6.2		7ded6b1d-d689-447d-b8f2-28ef05ec4420				
628aae7c	4	43	Human Excrement Compost				JM		16	2022-02-03		16	8.5	9	8.75	4.8	1.35	3.45		large grained sawdust; small black flies	large grained sawdust	8.5	52	2	MB	M	large grained sawdust	earthy	Y	white larva	12	6.4		5d626b48-d9bc-4867-98ed-9eef628aae7c	Y		Y	
d79e7429	4	44	Human Excrement Compost Pre-Roll				LM		17	2022-02-10		17	11.5	11	11.25	4.7	1.35	3.35		large grained sawdust	large grained sawdust; air pockets	9.5		2.4	MB	H	feces; large grained sawdust	earthy	N			6		a5b4b3ba-08f8-4fd5-bab0-cdf6d79e7429				
b859cc72	4	45	Human Excrement Compost				LM		17	2022-02-10		17	11	11	11	4.7	1.35	3.35		large grained sawdust	large grained sawdust	10	52	2	MB	H	feces; large grained sawdust	earthy	N			6.2	Changed probe battery	ce537654-03bf-4747-b106-eab0b859cc72	Y			Y
3b66091d	4	46	Human Excrement Compost Pre-Roll				JM		18	2022-02-17		18	12	10	11	4.7	1.35	3.35		large grained sawdust	large grained sawdust	9.3	50	2	MB	M	large grained sawdust; feces	earthy	N			6.2		3d9d49ec-cb0d-43e2-b5eb-7e663b66091d				
00b62637	4	47	Human Excrement Compost				JM		18	2022-02-17		18	12	10	11	4.7	1.35	3.35		large grained sawdust	large grained sawdust	9.4	40	2	MB	M	large grained sawdust; feces	earthy	N			6.4		03a48186-352e-41c4-81c3-ea1d00b62637	Y	Y	Y	
04266a86	4	48	Human Excrement Compost Pre-Roll				JM		19	2022-02-24		19	12	12	12	4.6	1.35	3.25		large grained sawdust	large grained sawdust	10.9	51	2	MB	M	large grained sawdust	earthy	N			6		a4b60136-239e-4399-a5f6-7e2204266a86				
b290176a	4	49	Human Excrement Compost				JM		19	2022-02-24		19	11	11	11	4.6	1.35	3.25		large grained sawdust	large grained sawdust	11.9	55	2	MB	M	large grained sawdust	earthy	N			6.2		9ea0e664-36ef-49f4-82d8-3192b290176a	Y			Y
1f03aa32	4	50	Human Excrement Compost Pre-Roll				TL		20	2022-03-03		2	14.5	13	13.75	4.6	1.35	3.25	small dead black flies; small live black flies	large grained sawdust	large grained sawdust; air pocket	10.3	60	2	MB	L	large grained sawdust	earthy	N			6.1		b8f1a50e-31a3-4625-972e-96b21f03aa32				
c25f0b02	4	51	Human Excrement Compost				TL		20	2022-03-03		2	14	14	14	4.6	1.35	3.25		large grained sawdust	large grained sawdust	10.9	41	2	MB	L	large grained sawdust	earthy	N			6.1		41df342d-2322-49f0-9718-3ae2c25f0b02	Y		Y	
16b90b48	4	52	Human Excrement Compost Pre-Roll				TL		21	2022-03-08		1	11.5	12	11.75	4.6	1.35	3.25	small dead black flies	large grained sawdust; small live black flies	large grained sawdust	8.8	46	2	MB	M	large grained sawdust; brown pupa	earthy	Y	brown pupa	17	6.1		f802a5f2-e8ce-4d29-805d-5b7316b90b48				
f9fd2332	4	53	Human Excrement Compost				TL		21	2022-03-08		1	9	10	9.5	4.6	1.35	3.25		large grained sawdust; small live black flies	large grained sawdust	8.3	32	2	MB	M	large grained sawdust; brown pupa	earthy	Y	brown pupa	20	6.1		e5a1278a-228b-4791-b774-c5d9f9fd2332	Y			Y
3327e7fe	4	54	Human Excrement Compost Pre-Roll				TL		22	2022-03-24		1	15	15	15	4.6	1.35	3.25	small dead black flies	large grained sawdust	large grained sawdust	10.6	59	2	MB	M	large grained sawdust	earthy	N			6.6		95461d67-33cc-449a-a591-6e163327e7fe				
d7f2e5ab	4	55	Human Excrement Compost				TL		22	2022-03-24		1	15.5	16	15.75	4.6	1.35	3.25		large grained sawdust	large grained sawdust	11.2	49	2	MB	M	large grained sawdust; brown pupa	earthy	Y	brown pupa	10	6.6		dbb842ad-86e2-454b-8fc4-0862d7f2e5ab	Y		Y	
be1e4751	4	56	Human Excrement Compost Pre-Roll				TL		23	2022-03-31		2	13.5	14	13.75	4.6	1.35	3.25	small dead black flies	large grained sawdust; live black flies	large grained sawdust	11.5	71	2	MB	M	large grained sawdust	earthy	N			6.2		71378f41-34f9-4563-bfc2-046cbe1e4751				
e70312e9	4	57	Human Excrement Compost				TL		23	2022-03-31		2	14	15	14.5	4.6	1.35	3.25		large grained sawdust	large grained sawdust	12.5	42	2	MB	M-H	large grained sawdust	earthy	Y	brown pupa	15	6.4		0aaa57e1-d07c-4553-bbb4-2b79e70312e9	Y			Y
e6fa4dfc	4	58	Human Excrement Compost Pre-Roll				TL		24	2022-04-07		3	20	17	18.5	4.6	1.35	3.25		large grained sawdust	large grained sawdust	12.4	44	2	MB	M-H	large grained sawdust	earthy	N			5.5		41d633d5-7260-4412-b7eb-5478e6fa4dfc				
1c07f0d7	4	59	Human Excrement Compost				TL		24	2022-04-07		3	20.5	17	18.75	4.6	1.35	3.25		large grained sawdust	large grained sawdust	13.3	48	2	MB	M-H	large grained sawdust	earthy	Y	brown pupa	20	5.5		c790303b-db83-47b3-956e-19101c07f0d7	Y		Y	
7f57c799	4	60	Human Excrement Compost Pre-Roll				JM		25	2022-04-14		4	15.5	16	15.75	4.6	1.35	3.25		large grained sawdust	large grained sawdust	11.1	50	2	MB	M-H	large grained sawdust	earthy	N			5		286bc94f-07ca-4e6f-9445-69c87f57c799				
82573415	4	61	Human Excrement Compost				JM		25	2022-04-14		4	16.5	17	16.75	4.6	1.35	3.25		large grained sawdust	large grained sawdust	11.4	47	2	MB	M-H	large grained sawdust	earthy	N			5.5		3700993b-66a5-4ffd-bdd3-3b1a82573415	Y			Y
b0f6bce4	4	62	Human Excrement Compost Pre-Roll				ST		26	2022-04-21		5	14	13.5	13.75	4.5	1.35	3.15	Small dead flies	large grained sawdust	large grained sawdust; air pocket	12.2	53	2	MB	M-H	large grained sawdust	earthy	N			5.5		f11be7ce-9374-4522-ad25-3e86b0f6bce4				
6a26d37f	4	63	Human Excrement Compost				ST		26	2022-04-21		5	15	14.5	14.75	4.5	1.35	3.15		large grained sawdust	large grained sawdust	12.3	51	2	MB	M-H	large grained sawdust	earthy	N			5.5		bc2f3238-9ce5-429b-84a8-a1396a26d37f	Y		Y	
a5c9407b	4	64	Human Excrement Compost Pre-Roll				TL		27	2022-04-28		6	13.5	13	13.25	4.5	1.35	3.15		large grained sawdust	large air pocket;large grained sawdust	11.3	65	2	MB	M	large grained sawdust	earthy	N			6.5		164d1f31-8473-4173-b815-e512a5c9407b				
7fc1bbf6	4	65	Human Excrement Compost				TL		27	2022-04-28		6	14.5	13	13.75	4.5	1.35	3.15		large grained sawdust	large grained sawdust	11	45	2	MB	M-H	large grained sawdust	earthy	Y	brown larvae	10; 15	6.5		f46caa1f-0573-4d52-9ced-6ae97fc1bbf6	Y			Y
8cd1b2ea	4	66	Human Excrement Compost Pre-Roll				TL		28	2022-05-05		7	15	13	14	4.6	1.35	3.25	small dead flies	large grained sawdust; live flies	large grained sawdust	11.3	49	2	MB	M	large grained sawdust	earthy	N			6		3fa7ace4-fc16-4e22-a3f0-a8868cd1b2ea				
a56edcad	4	67	Human Excrement Compost				TL		28	2022-05-05		7	15	14	14.5	4.6	1.35	3.25		large grained sawdust	large grained sawdust	11.5	50	2	MB	M	large grained sawdust	earthy	N			6		0f913c0d-c742-40a6-a88f-8c1ba56edcad	Y		Y	
a542e872	4	68	Human Excrement Compost Pre-Roll				LW		29	2022-05-12		8	11	10	10.5	4.4	1.35	3.05	small dead fly; sawdust	large grained sawdust	large grained sawdust	10.1	32	2	MB-DB	M	large grained sawdust, feces	earthy	N			6		3e312034-0da7-4539-9444-cc53a542e872				
8787dc58	4	69	Human Excrement Compost				LW		29	2022-05-12		8	12	10	11	4.4	1.35	3.05		large grained sawdust	large grained sawdust; three large brown pupae	10.5	36	2	MB-DB	M	large grained sawdust, feces	earthy	N			6		7b8818ff-12e9-49dd-bdc7-5fa98787dc58	Y			Y
c51ba8cf	4	70	Human Excrement Compost Pre-Roll				ST		30	2022-05-19		9	16	15	15.5	4.4	1.35	3.05	dead flies; sawdust	large grained sawdust	large grained sawdust; large airpocket	14.6	65	2	DB	M	large grained sawdust, feces	earthy	Y	live brown larva	15	6		51e18f52-92d8-4103-9c99-3a14c51ba8cf				
12d8dac4	4	71	Human Excrement Compost				ST		30	2022-05-19		9	17	16	16.5	4.4	1.35	3.05		large grained sawdust	large grained sawdust; two large brown pupae; large airpocket	14.4	54	2	DB	M	large grained sawdust, feces	earthy	Y	live brown larva	15	6		bf519d51-f098-4f20-a2ad-ba0e12d8dac4	Y		Y	
7715dc99	4	72	Human Excrement Compost Pre-Roll				ST		31	2022-05-26		10	21	20	20.5	4.4	1.35	3.05		large grained sawdust	large grained sawdust	12.9	61	2	DB	M-H	large grained sawdust	earthy	N			5.5		34ef3ada-563d-419e-a37f-d5ad7715dc99				
0b6cdc55	4	73	Human Excrement Compost				ST		31	2022-05-26		10	20.5	20	20.25	4.4	1.35	3.05		large grained sawdust	large grained sawdust	12.9	49	2	DB	M-H	large grained sawdust	earthy	N			6		ffd1e916-d276-4a72-927e-b9a70b6cdc55	Y			Y
2dfe2ef9	4	74	Human Excrement Compost Pre-Roll				ST		32	2022-06-02		11	17	18	17.5	4.4	1.35	3.05		large grained sawdust	large grained sawdust	13.7	54	2	DB	H	large grained sawdust; live brown pupae	earthy	Y	live brown larvae	12; 15	6		d0743bd2-2369-4350-8fc2-145a2dfe2ef9				
7d6289d9	4	75	Human Excrement Compost				ST		32	2022-06-02		11	17	18	17.5	4.4	1.35	3.05		large grained sawdust	large grained sawdust	14.5	72	2	DB	M-H	large grained sawdust	earthy	N			6		25e238b1-cfdf-4edc-954a-996a7d6289d9	Y		Y	
2f274ee5	4	76	Human Excrement Compost Pre-Roll				ST		33	2022-06-09		12	21	21	21	4.4	1.35	3.05	fly tape residue	large grained sawdust; live black flies	large grained sawdust; air pocket	17.4	67	2	DB	M-H	large grained sawdust	earthy	N			6		b781a4f4-6b42-4d65-9743-017f2f274ee5				
ff30e8b0	4	77	Human Excrement Compost				ST		33	2022-06-09		12	21	21	21	4.4	1.35	3.05	fly tape residue	large grained sawdust; live black flies	large grained sawdust; live brown pupae	17.2	57	2	DB	M-H	large grained sawdust; live brown pupae	earthy	Y	live brown larva	12	6		a83e5e21-e721-4069-904b-0efaff30e8b0	Y			Y
67a71fb7	4	78	Human Excrement Compost Pre-Roll				ST		34	2022-06-16		13	23.5	22	22.75	4.4	1.35	3.05	fly tape residue	large grained sawdust	large grained sawdust; live brown pupae	16.2	78	2	DB	H	large grained sawdust; live brown pupae	earthy	Y	live brown larva	15	6		00d82d63-3963-4680-ac27-715867a71fb7				
f95ee8f6	4	79	Human Excrement Compost				ST		34	2022-06-16		13	23.5	22	22.75	4.4	1.35	3.05	fly tape residue	large grained sawdust	large grained sawdust; live brown pupae	17.5	61	2	DB	H	large grained sawdust	earthy	N			6		29744b41-cdaf-4d6f-942a-a2ccf95ee8f6	Y		Y	
3c8a2c3f	4	80	Human Excrement Compost Pre-Roll				ST		35	2022-06-23		18	23.5	22	22.75	4.4	1.35	3.05	fly tape residue	large grained sawdust	large grained sawdust; large airpocket	17.6	54	2	DB	H	large grained sawdust; feces	earthy	N			6		aac0185a-652c-42c2-b42e-36333c8a2c3f				
a4dd164f	4	81	Human Excrement Compost				ST		35	2022-06-23		18	24	22	23	4.4	1.35	3.05	fly tape residue	large grained sawdust	large grained sawdust; large airpocket	18.2	50	2	DB	H	large grained sawdust	earthy	N			6		d1a315f4-6468-410e-ab6f-8e5ca4dd164f	Y	Y		Y
88a03a04	4	82	Human Excrement Compost Pre-Roll				ST		36	2022-06-30		19																						2b638d40-0bc9-4ad3-9cbd-c6e788a03a04				
a0c80b71	4	83	Human Excrement Compost				ST		36	2022-06-30		19	19.5	19	19.25	4.4	1.35	3.05	fly tape residue	large grained sawdust	large grained sawdust; large airpocket	17.6	46	2	DB	H	large grained sawdust	earthy	Y	brown pupae	10	6		3dc86719-ae7a-40ff-b953-ccb5a0c80b71	Y		Y	
c6d8bd6d	4	84	Human Excrement Compost Pre-Roll				JM		37																									ec29269b-3006-4bf3-8be3-7179c6d8bd6d				
f2f443ca	4	85	Human Excrement Compost				ST		37	2022-07-07		20	20.5	20	20.25	4.5	1.35	3.15	fly tape residue	large grained sawdust	large grained sawdust; large airpocket	18	41	2	DB	H	large grained sawdust	earthy	Y	brown pupae	10	6		df8af2d4-5c9b-4c76-b071-eb01f2f443ca	Y			Y
af7441d9	4	86	Human Excrement Compost Pre-Roll				JM		38			1																						33ad5d7e-31ae-4107-9d26-6dd3af7441d9				
700d71fb	4	87	Human Excrement Compost				LW		38	2022-07-14		1	24	23.5	23.75	4.3	1.35	2.95	fly tape residue; dead flies	large grained sawdust; huge live bugs	large grained sawdust; large airpocket	19.5	47	2	DB	H	large grained sawdust	earthy	N			6		2d2d7423-39fe-429e-9d0e-f256700d71fb	Y		Y	
ac7d5b85	4	88	Human Excrement Compost				LW		39	2022-07-21		2	18	19	18.5	4.3	1.35	2.95	fly tape residue; dead flies	large grained sawdust; regular live black flies	large grained sawdust; large airpocket	18.2	57	2	DB	H	large grained sawdust	earthy	N			6		cc58341c-91af-4198-ab2e-cd10ac7d5b85	Y			Y
2f152e35	4	89	Human Excrement Compost				ST		40	2022-07-28		9	21	20	20.5	4.2	1.35	2.85	fly tape residue; dead flies	large grained sawdust; regular live black flies	large grained sawdust; large airpocket	18.3	80	2	DB	H	large grained sawdust	earthy	N			6		40e7e99f-e512-4613-8170-2a722f152e35	Y		Y	
90cfa0b6	4	90	Human Excrement Compost				ST		41	2022-08-04		10	17.5	18	17.75	4.2	1.35	2.85	fly tape residue; dead flies	large grained sawdust	large grained sawdust; large airpocket	18	52	2	DB	H	large grained sawdust; brown pupa	earthy	Y	brown pupa	12	6		740ab6b1-9063-4b24-8920-360e90cfa0b6	Y			Y
9f1b4d51	4	91	Human Excrement Compost				ST		42	2022-08-11		11	19	19	19	4.2	1.35	2.85	fly tape residue; dead flies	large grained sawdust	large grained sawdust; large airpocket	17.5	56	2	DB	M	large grained sawdust	earthy	N			6		0ac6d2b6-6d7d-4a20-b846-ee419f1b4d51	Y		Y	
7ccbe095	4	92	Human Excrement Compost				JM		43	2022-08-18		12	21	21	21	4.2	1.35	2.85	fly tape residue; dead flies	large grained sawdust	large grained sawdust; large airpocket	17.3	51	2	DB	H	large grained sawdust	earthy	N			5.5		6e6040c3-051a-438e-8f00-237c7ccbe095	Y			Y
328ed0a7	4	93	Human Excrement Compost				ST		44	2022-08-25		13	18	18	18	4.2	1.35	2.85	fly tape residue; dead flies	large grained sawdust	large grained sawdust; brown pupa; white pupa	17.3	68	2	DB	H	large grained sawdust	earthy	Y	brown pupa	17	5		daa80a0c-5f18-418e-83be-8a66328ed0a7	Y		Y	
ba0589e8	4	94	Human Excrement Compost				AR		45	2022-09-01		14	22.5	23	22.75	4.2	1.35	2.85		Large grained sawdust	Large grained sawdust	17.8	66	2.1	DB	M	large grained sawdust	earthy	Y	dark black larva	15	5		7adead58-eb2a-4b20-9dce-4840ba0589e8	Y			Y
989eac46	4	95	Human Excrement Compost				KVO		46	2022-09-08		15	20	20	20	4.2	1.35	2.85		Large grained sawdust	Large grained sawdust: air pocket	17.1	72	2	DB	H	large grained sawdust	earthy	N			5		7ed2eaab-d60e-426b-b9a2-2b32989eac46	Y		Y	
766fad32	4	96	Human Excrement Compost				KVO		47	2022-09-15		16	16.5	16	16.25	4.1	1.35	2.75		Large grained sawdust	Large grained sawdust; feces	14.5	60	2	DB	L	large grained sawdust	earthy	N			5.5		5ba6de4c-4815-49b4-94b6-f94c766fad32	Y			Y
42a4bba2	4	97	Human Excrement Compost				KVO		48	2022-09-22		17	18.5	19	18.75	4.1	1.35	2.75		Large grained sawdust	Large grained sawdust; feces	16.7	75	2	DB	M	large grained sawdust; feces	earthy	N			5.5		821774eb-0935-422e-b1d4-d62c42a4bba2	Y		Y	
70ec96b2	4	98	Human Excrement Compost				KVO		49	2022-09-29		18	15.5	15	15.25	4.2	1.35	2.85		Large grained sawdust	Large grained sawdust; large air pocket	14.3	62	2	DB	L	large grained sawdust	earthy	N			5.5		93d3cf5d-576e-4137-ad7f-050370ec96b2	Y			Y
0f042e66	4	99	Human Excrement Compost				KVO		50	2022-10-06		19	15.5	16	15.75	4.2	1.35	2.85		Large grained sawdust	Large grained sawdust; large air pocket	13.4	73	2	DB	M	large grained sawdust; dead pupa	earthy	N			4.5		8ee673d6-e3a2-440a-a6b6-fd320f042e66	Y		Y	
8fb7158e	4	100	Human Excrement Compost				KVO		51	2022-10-13		20	14.5	15	14.75	4.1	1.35	2.75		Large grained sawdust	Large grained sawdust	11.6	62	2	DB	L-M	large grained sawdust	earthy	N			4.5		0534d9d7-e572-4936-b847-92d58fb7158e	Y			Y
49bb834d	4	101	Human Excrement Compost				KVO		52	2022-10-20		1	15.5	16	15.75	4.1	1.35	2.75		Large grained sawdust	Large grained sawdust	12.4	72	2	DB	M	large grained sawdust	earthy	N			4.5		768d3277-d2b3-4e95-b37e-386549bb834d	Y	Y	Y	
e5fc5a83	4		Human Excrement Compost				PI			2023-08-03		19	19	19	19	3.7	1.3	2.4		large grained sawdust, dead flies	large grained sawdust, dead flies	17.2	64	2	MB	L	large grained sawdust	earthy	N			5	Samples collected; DNA not extracted	7250c770-1e9a-478b-a7d9-e965e5fc5a83				
5afa94c0	5	1	Bulking Material				Participant	Coconut Coir		2021-10-07																								06d60dd8-6232-4998-9023-91595afa94c0	Y	Y		Y
5751894	5	2	Inside Toilet Pre Use				Participant			2021-10-07																								600814ad-baf8-41e6-887f-f56f05751894	Y			Y
d2f8efe3	5	3	Inside Toilet Pre Use				JM			2021-10-27																								75118d27-0f91-4938-94a8-8e82d2f8efe3	Y			
28a549a1	5	4	Inside Toilet Pre Use				JM			2021-10-27																								0b9a6a5b-78e8-4e05-8aed-b8d528a549a1	Y			
a4415b92	5	5	Soil Nearby Toilet				Participant			2021-10-07																								e19e0241-bad6-491c-9782-bc8da4415b92	Y			Y
d4647dd6	5	6	Human Excrement				Participant			2021-10-07																								f4462dd8-89a5-417f-bae4-4335d4647dd6	Y	Y		Y
90665210	5	7	Human Excrement				Participant			2021-10-14																								1b46e02c-7753-474f-9e83-62fe90665210	Y	Y		Y
cfe5dffb	5	8	Human Excrement				Participant			2021-10-21																								c00815be-3072-4d63-a41c-c109cfe5dffb	Y	Y		Y
e8cce9ca	5	9	Human Excrement Compost Pre-Roll				JM		1	2021-10-28	Fall	1	25	25	25	9.3	1.4	7.9		coconut coir	coconut coir; feces	12.9		3.5	DB	H	feces; coconut coir	musty	N			10	Soil moisture probe broken	56adfcf5-0242-45a9-b4c3-a1b2e8cce9ca				
acf507ab	5	10	Human Excrement Compost				JM		1	2021-10-28	Fall	1	26.5	28	27.25	9.3	1.4	7.9		coconut coir	coconut coir; feces	15.2		3.7	DB	H	feces	musty; fecal	N			10	Soil moisture probe broken	f26d2995-03d7-466e-9d0c-5b35acf507ab	Y	Y		Y
3e4a1f99	5	11	Human Excrement Compost Pre-Roll				JM		2	2021-11-04	Fall	2	16	14	15	9.2	1.4	7.8		coconut coir	coconut coir; feces	12.2		2.9	DB	H	feces; coconut coir	musty	N			10	Soil moisture probe broken. Started taking access port images; bucket images; and vent tube deep	116178dc-76b7-4873-9e04-aa093e4a1f99				
